experiment,method,seed,noise,agents,episodes,metric,value
i1,raw_history,101,0.0,6,300,fail_open,0.9105555555555556
i1,raw_history,101,0.0,6,300,refusal,0.04111111111111111
i1,raw_history,101,0.0,6,300,hazard_hits,5.502777777777778
i1,raw_history,101,0.0,6,300,duplicate_rate,0.017201834862385322
i1,raw_history,101,0.0,6,300,wire_bits,440074.0
i1,raw_history,101,0.0,6,300,memory_bits,359831.0
i1,raw_history,101,0.0,6,300,match_ops,1209953.3333333333
i1,raw_history,102,0.0,6,300,group_cost.fragile,159.0677777777778
i1,raw_history,102,0.0,6,300,group_cost.robust,204.2411111111111
i1,raw_history,102,0.0,6,300,success_first,0.051111111111111114
i1,raw_history,102,0.0,6,300,fail_open,0.9061111111111111
i1,raw_history,102,0.0,6,300,refusal,0.042777777777777776
i1,raw_history,102,0.0,6,300,hazard_hits,5.753888888888889
i1,raw_history,102,0.0,6,300,duplicate_rate,0.017846862406447898
i1,raw_history,102,0.0,6,300,wire_bits,440192.0
i1,raw_history,102,0.0,6,300,memory_bits,359786.3333333333
i1,raw_history,102,0.0,6,300,match_ops,1216577.0
i1,raw_history,103,0.0,6,300,group_cost.fragile,164.81444444444443
i1,raw_history,103,0.0,6,300,group_cost.robust,206.36444444444444
i1,raw_history,103,0.0,6,300,success_first,0.05444444444444444
i1,raw_history,103,0.0,6,300,fail_open,0.9077777777777778
i1,raw_history,103,0.0,6,300,refusal,0.03777777777777778
i1,raw_history,103,0.0,6,300,hazard_hits,5.848333333333334
i1,raw_history,103,0.0,6,300,duplicate_rate,0.01834862385321101
i1,raw_history,103,0.0,6,300,wire_bits,440308.0
i1,raw_history,103,0.0,6,300,memory_bits,359884.0
i1,raw_history,103,0.0,6,300,match_ops,1191056.0
i1,raw_history,104,0.0,6,300,group_cost.fragile,160.15222222222224
i1,raw_history,104,0.0,6,300,group_cost.robust,197.72666666666666
i1,raw_history,104,0.0,6,300,success_first,0.06055555555555556
i1,raw_history,104,0.0,6,300,fail_open,0.8933333333333333
i1,raw_history,104,0.0,6,300,refusal,0.04611111111111111
i1,raw_history,104,0.0,6,300,hazard_hits,5.543333333333333
i1,raw_history,104,0.0,6,300,duplicate_rate,0.022465437788018433
i1,raw_history,104,0.0,6,300,wire_bits,440296.0
i1,raw_history,104,0.0,6,300,memory_bits,359886.0
i1,raw_history,104,0.0,6,300,match_ops,1188117.0
i1,raw_history,105,0.0,6,300,group_cost.fragile,154.35222222222222
i1,raw_history,105,0.0,6,300,group_cost.robust,201.26444444444445
i1,raw_history,105,0.0,6,300,success_first,0.05611111111111111
i1,raw_history,105,0.0,6,300,fail_open,0.8938888888888888
i1,raw_history,105,0.0,6,300,refusal,0.05
i1,raw_history,105,0.0,6,300,hazard_hits,5.578333333333333
i1,raw_history,105,0.0,6,300,duplicate_rate,0.01740139211136891
i1,raw_history,105,0.0,6,300,wire_bits,440034.0
i1,raw_history,105,0.0,6,300,memory_bits,359848.0
i1,raw_history,105,0.0,6,300,match_ops,1221203.3333333333
i1,raw_history,106,0.0,6,300,group_cost.fragile,160.50444444444443
i1,raw_history,106,0.0,6,300,group_cost.robust,191.70222222222222
i1,raw_history,106,0.0,6,300,success_first,0.05388888888888889
i1,raw_history,106,0.0,6,300,fail_open,0.9061111111111111
i1,raw_history,106,0.0,6,300,refusal,0.04
i1,raw_history,106,0.0,6,300,hazard_hits,5.511111111111111
i1,raw_history,106,0.0,6,300,duplicate_rate,0.013172966781214204
i1,raw_history,106,0.0,6,300,wire_bits,440198.0
i1,raw_history,106,0.0,6,300,memory_bits,359793.6666666667
i1,raw_history,106,0.0,6,300,match_ops,1202886.6666666667
i1,raw_history,107,0.0,6,300,group_cost.fragile,162.4988888888889
i1,raw_history,107,0.0,6,300,group_cost.robust,197.77333333333334
i1,raw_history,107,0.0,6,300,success_first,0.06277777777777778
i1,raw_history,107,0.0,6,300,fail_open,0.8877777777777778
i1,raw_history,107,0.0,6,300,refusal,0.049444444444444444
i1,raw_history,107,0.0,6,300,hazard_hits,5.666111111111111
i1,raw_history,107,0.0,6,300,duplicate_rate,0.01440922190201729
i1,raw_history,107,0.0,6,300,wire_bits,440324.0
i1,raw_history,107,0.0,6,300,memory_bits,359841.0
i1,raw_history,107,0.0,6,300,match_ops,1186960.3333333333
i1,raw_history,108,0.0,6,300,group_cost.fragile,157.48333333333332
i1,raw_history,108,0.0,6,300,group_cost.robust,205.70555555555555
i1,raw_history,108,0.0,6,300,success_first,0.05555555555555555
i1,raw_history,108,0.0,6,300,fail_open,0.9083333333333333
i1,raw_history,108,0.0,6,300,refusal,0.03611111111111111
i1,raw_history,108,0.0,6,300,hazard_hits,5.509444444444444
i1,raw_history,108,0.0,6,300,duplicate_rate,0.01778542742398164
i1,raw_history,108,0.0,6,300,wire_bits,440252.0
i1,raw_history,108,0.0,6,300,memory_bits,359819.3333333333
i1,raw_history,108,0.0,6,300,match_ops,1194698.6666666667
i1,raw_history,109,0.0,6,300,group_cost.fragile,157.1677777777778
i1,raw_history,109,0.0,6,300,group_cost.robust,198.23777777777778
i1,raw_history,109,0.0,6,300,success_first,0.05333333333333334
i1,raw_history,109,0.0,6,300,fail_open,0.8988888888888888
i1,raw_history,109,0.0,6,300,refusal,0.04777777777777778
i1,raw_history,109,0.0,6,300,hazard_hits,5.620555555555556
i1,raw_history,109,0.0,6,300,duplicate_rate,0.019687319050376375
i1,raw_history,109,0.0,6,300,wire_bits,440000.0
i1,raw_history,109,0.0,6,300,memory_bits,359902.3333333333
i1,raw_history,109,0.0,6,300,match_ops,1172466.0
i1,raw_history,110,0.0,6,300,group_cost.fragile,159.19222222222223
i1,raw_history,110,0.0,6,300,group_cost.robust,195.0822222222222
i1,raw_history,110,0.0,6,300,success_first,0.057777777777777775
i1,raw_history,110,0.0,6,300,fail_open,0.9044444444444445
i1,raw_history,110,0.0,6,300,refusal,0.03777777777777778
i1,raw_history,110,0.0,6,300,hazard_hits,5.413333333333333
i1,raw_history,110,0.0,6,300,duplicate_rate,0.0189328743545611
i1,raw_history,110,0.0,6,300,wire_bits,440258.0
i1,raw_history,110,0.0,6,300,memory_bits,359799.0
i1,raw_history,110,0.0,6,300,match_ops,1177637.0
i1,raw_history,111,0.0,6,300,group_cost.fragile,161.01444444444445
i1,raw_history,111,0.0,6,300,group_cost.robust,195.76777777777778
i1,raw_history,111,0.0,6,300,success_first,0.05555555555555555
i1,raw_history,111,0.0,6,300,fail_open,0.9033333333333333
i1,raw_history,111,0.0,6,300,refusal,0.04111111111111111
i1,raw_history,111,0.0,6,300,hazard_hits,5.474444444444444
i1,raw_history,111,0.0,6,300,duplicate_rate,0.016647531572904706
i1,raw_history,111,0.0,6,300,wire_bits,440248.0
i1,raw_history,111,0.0,6,300,memory_bits,359838.6666666667
i1,raw_history,111,0.0,6,300,match_ops,1177184.6666666667
i1,raw_history,100,0.0,6,300,group_cost.fragile,153.23444444444445
i1,raw_history,100,0.0,6,300,group_cost.robust,206.21444444444444
i1,raw_history,100,0.0,6,300,success_first,0.055
i1,raw_history,100,0.0,6,300,fail_open,0.8983333333333333
i1,raw_history,100,0.0,6,300,refusal,0.04666666666666667
i1,raw_history,100,0.0,6,300,hazard_hits,5.573888888888889
i1,raw_history,100,0.0,6,300,duplicate_rate,0.017826336975273145
i1,raw_history,100,0.0,6,300,wire_bits,550784.0
i1,raw_history,100,0.0,6,300,memory_bits,451400.0
i1,raw_history,100,0.0,6,300,match_ops,1225345.6666666667
i1,raw_history,101,0.0,6,300,group_cost.fragile,156.63888888888889
i1,raw_history,101,0.0,6,300,group_cost.robust,200.4177777777778
i1,raw_history,101,0.0,6,300,success_first,0.05388888888888889
i1,raw_history,101,0.0,6,300,fail_open,0.905
i1,raw_history,101,0.0,6,300,refusal,0.04111111111111111
i1,raw_history,101,0.0,6,300,hazard_hits,5.516666666666667
i1,raw_history,101,0.0,6,300,duplicate_rate,0.01834862385321101
i1,raw_history,101,0.0,6,300,wire_bits,556178.0
i1,raw_history,101,0.0,6,300,memory_bits,462358.6666666667
i1,raw_history,101,0.0,6,300,match_ops,1286600.3333333333
i1,raw_history,102,0.0,6,300,group_cost.fragile,158.3788888888889
i1,raw_history,102,0.0,6,300,group_cost.robust,204.4488888888889
i1,raw_history,102,0.0,6,300,success_first,0.051111111111111114
i1,raw_history,102,0.0,6,300,fail_open,0.9066666666666666
i1,raw_history,102,0.0,6,300,refusal,0.042222222222222223
i1,raw_history,102,0.0,6,300,hazard_hits,5.704444444444444
i1,raw_history,102,0.0,6,300,duplicate_rate,0.01669545192861255
i1,raw_history,102,0.0,6,300,wire_bits,556744.0
i1,raw_history,102,0.0,6,300,memory_bits,461914.6666666667
i1,raw_history,102,0.0,6,300,match_ops,1292282.3333333333
i1,raw_history,103,0.0,6,300,group_cost.fragile,165.98555555555555
i1,raw_history,103,0.0,6,300,group_cost.robust,208.41
i1,raw_history,103,0.0,6,300,success_first,0.05333333333333334
i1,raw_history,103,0.0,6,300,fail_open,0.9088888888888889
i1,raw_history,103,0.0,6,300,refusal,0.03777777777777778
i1,raw_history,103,0.0,6,300,hazard_hits,5.8533333333333335
i1,raw_history,103,0.0,6,300,duplicate_rate,0.0194954128440367
i1,raw_history,103,0.0,6,300,wire_bits,549536.0
i1,raw_history,103,0.0,6,300,memory_bits,456789.0
i1,raw_history,103,0.0,6,300,match_ops,1257786.0
i1,raw_history,104,0.0,6,300,group_cost.fragile,161.9188888888889
i1,raw_history,104,0.0,6,300,group_cost.robust,199.45666666666668
i1,raw_history,104,0.0,6,300,success_first,0.058333333333333334
i1,raw_history,104,0.0,6,300,fail_open,0.8955555555555555
i1,raw_history,104,0.0,6,300,refusal,0.04611111111111111
i1,raw_history,104,0.0,6,300,hazard_hits,5.59
i1,raw_history,104,0.0,6,300,duplicate_rate,0.02131336405529954
i1,raw_history,104,0.0,6,300,wire_bits,554434.0
i1,raw_history,104,0.0,6,300,memory_bits,450683.0
i1,raw_history,104,0.0,6,300,match_ops,1247312.3333333333
i1,raw_history,105,0.0,6,300,group_cost.fragile,153.77666666666667
i1,raw_history,105,0.0,6,300,group_cost.robust,203.52444444444444
i1,raw_history,105,0.0,6,300,success_first,0.05444444444444444
i1,raw_history,105,0.0,6,300,fail_open,0.8955555555555555
i1,raw_history,105,0.0,6,300,refusal,0.05
i1,raw_history,105,0.0,6,300,hazard_hits,5.511111111111111
i1,raw_history,105,0.0,6,300,duplicate_rate,0.017981438515081206
i1,raw_history,105,0.0,6,300,wire_bits,562252.0
i1,raw_history,105,0.0,6,300,memory_bits,472753.0
i1,raw_history,105,0.0,6,300,match_ops,1305501.3333333333
i1,raw_history,106,0.0,6,300,group_cost.fragile,160.34777777777776
i1,raw_history,106,0.0,6,300,group_cost.robust,193.37777777777777
i1,raw_history,106,0.0,6,300,success_first,0.055
i1,raw_history,106,0.0,6,300,fail_open,0.905
i1,raw_history,106,0.0,6,300,refusal,0.04
i1,raw_history,106,0.0,6,300,hazard_hits,5.492222222222222
i1,raw_history,106,0.0,6,300,duplicate_rate,0.013745704467353952
i1,raw_history,106,0.0,6,300,wire_bits,558746.0
i1,raw_history,106,0.0,6,300,memory_bits,463634.6666666667
i1,raw_history,106,0.0,6,300,match_ops,1275404.0
i1,raw_history,107,0.0,6,300,group_cost.fragile,161.75333333333333
i1,raw_history,107,0.0,6,300,group_cost.robust,196.97444444444446
i1,raw_history,107,0.0,6,300,success_first,0.06055555555555556
i1,raw_history,107,0.0,6,300,fail_open,0.89
i1,raw_history,107,0.0,6,300,refusal,0.049444444444444444
i1,raw_history,107,0.0,6,300,hazard_hits,5.629444444444444
i1,raw_history,107,0.0,6,300,duplicate_rate,0.014985590778097982
i1,raw_history,107,0.0,6,300,wire_bits,556236.0
i1,raw_history,107,0.0,6,300,memory_bits,449394.6666666667
i1,raw_history,107,0.0,6,300,match_ops,1247211.0
i1,raw_history,108,0.0,6,300,group_cost.fragile,158.19555555555556
i1,raw_history,108,0.0,6,300,group_cost.robust,206.83444444444444
i1,raw_history,108,0.0,6,300,success_first,0.06055555555555556
i1,raw_history,108,0.0,6,300,fail_open,0.9033333333333333
i1,raw_history,108,0.0,6,300,refusal,0.03611111111111111
i1,raw_history,108,0.0,6,300,hazard_hits,5.470555555555555
i1,raw_history,108,0.0,6,300,duplicate_rate,0.020654044750430294
i1,raw_history,108,0.0,6,300,wire_bits,552632.0
i1,raw_history,108,0.0,6,300,memory_bits,456419.6666666667
i1,raw_history,108,0.0,6,300,match_ops,1262968.6666666667
i1,raw_history,109,0.0,6,300,group_cost.fragile,159.09222222222223
i1,raw_history,109,0.0,6,300,group_cost.robust,198.4188888888889
i1,raw_history,109,0.0,6,300,success_first,0.051111111111111114
i1,raw_history,109,0.0,6,300,fail_open,0.9011111111111111
i1,raw_history,109,0.0,6,300,refusal,0.04777777777777778
i1,raw_history,109,0.0,6,300,hazard_hits,5.608888888888889
i1,raw_history,109,0.0,6,300,duplicate_rate,0.01910828025477707
i1,raw_history,109,0.0,6,300,wire_bits,553174.0
i1,raw_history,109,0.0,6,300,memory_bits,453570.3333333333
i1,raw_history,109,0.0,6,300,match_ops,1232212.3333333333
i1,raw_history,110,0.0,6,300,group_cost.fragile,162.42666666666668
i1,raw_history,110,0.0,6,300,group_cost.robust,198.58666666666667
i1,raw_history,110,0.0,6,300,success_first,0.058888888888888886
i1,raw_history,110,0.0,6,300,fail_open,0.9033333333333333
i1,raw_history,110,0.0,6,300,refusal,0.03777777777777778
i1,raw_history,110,0.0,6,300,hazard_hits,5.502222222222223
i1,raw_history,110,0.0,6,300,duplicate_rate,0.020080321285140562
i1,raw_history,110,0.0,6,300,wire_bits,554140.0
i1,raw_history,110,0.0,6,300,memory_bits,450727.0
i1,raw_history,110,0.0,6,300,match_ops,1238803.3333333333
i1,raw_history,111,0.0,6,300,group_cost.fragile,159.94333333333333
i1,raw_history,111,0.0,6,300,group_cost.robust,196.65333333333334
i1,raw_history,111,0.0,6,300,success_first,0.058333333333333334
i1,raw_history,111,0.0,6,300,fail_open,0.9005555555555556
i1,raw_history,111,0.0,6,300,refusal,0.04111111111111111
i1,raw_history,111,0.0,6,300,hazard_hits,5.442777777777778
i1,raw_history,111,0.0,6,300,duplicate_rate,0.016073478760045924
i1,raw_history,111,0.0,6,300,wire_bits,556752.0
i1,raw_history,111,0.0,6,300,memory_bits,452378.3333333333
i1,raw_history,111,0.0,6,300,match_ops,1240281.3333333333
i1,songline_full,100,0.0,6,300,group_cost.fragile,123.97666666666667
i1,songline_full,100,0.0,6,300,group_cost.robust,130.57
i1,songline_full,100,0.0,6,300,success_first,0.075
i1,songline_full,100,0.0,6,300,fail_open,0.6927777777777778
i1,songline_full,100,0.0,6,300,refusal,0.23222222222222222
i1,songline_full,100,0.0,6,300,hazard_hits,5.38
i1,songline_full,100,0.0,6,300,duplicate_rate,0.0
i1,songline_full,100,0.0,6,300,wire_bits,440254.0
i1,songline_full,100,0.0,6,300,memory_bits,360130.0
i1,songline_full,100,0.0,6,300,match_ops,197874.5
i1,songline_full,101,0.0,6,300,group_cost.fragile,117.86555555555556
i1,songline_full,101,0.0,6,300,group_cost.robust,123.38333333333334
i1,songline_full,101,0.0,6,300,success_first,0.08277777777777778
i1,songline_full,101,0.0,6,300,fail_open,0.6972222222222222
i1,songline_full,101,0.0,6,300,refusal,0.22
i1,songline_full,101,0.0,6,300,hazard_hits,4.9783333333333335
i1,songline_full,101,0.0,6,300,duplicate_rate,0.0
i1,songline_full,101,0.0,6,300,wire_bits,436120.0
i1,songline_full,101,0.0,6,300,memory_bits,358549.6666666667
i1,songline_full,101,0.0,6,300,match_ops,209896.66666666666
i1,songline_full,102,0.0,6,300,group_cost.fragile,116.53333333333333
i1,songline_full,102,0.0,6,300,group_cost.robust,124.20666666666666
i1,songline_full,102,0.0,6,300,success_first,0.085
i1,songline_full,102,0.0,6,300,fail_open,0.6827777777777778
i1,songline_full,102,0.0,6,300,refusal,0.23222222222222222
i1,songline_full,102,0.0,6,300,hazard_hits,4.931666666666667
i1,songline_full,102,0.0,6,300,duplicate_rate,0.0
i1,songline_full,102,0.0,6,300,wire_bits,436058.0
i1,songline_full,102,0.0,6,300,memory_bits,359939.0
i1,songline_full,102,0.0,6,300,match_ops,202042.66666666666
i1,songline_full,103,0.0,6,300,group_cost.fragile,117.83666666666667
i1,songline_full,103,0.0,6,300,group_cost.robust,127.37
i1,songline_full,103,0.0,6,300,success_first,0.09
i1,songline_full,103,0.0,6,300,fail_open,0.6672222222222223
i1,songline_full,103,0.0,6,300,refusal,0.2427777777777778
i1,songline_full,103,0.0,6,300,hazard_hits,5.183333333333334
i1,songline_full,103,0.0,6,300,duplicate_rate,0.0
i1,songline_full,103,0.0,6,300,wire_bits,440038.0
i1,songline_full,103,0.0,6,300,memory_bits,361979.3333333333
i1,songline_full,103,0.0,6,300,match_ops,207825.66666666666
i1,songline_full,104,0.0,6,300,group_cost.fragile,118.59333333333333
i1,songline_full,104,0.0,6,300,group_cost.robust,128.2188888888889
i1,songline_full,104,0.0,6,300,success_first,0.09722222222222222
i1,songline_full,104,0.0,6,300,fail_open,0.6777777777777778
i1,songline_full,104,0.0,6,300,refusal,0.225
i1,songline_full,104,0.0,6,300,hazard_hits,5.0744444444444445
i1,songline_full,104,0.0,6,300,duplicate_rate,0.0
i1,songline_full,104,0.0,6,300,wire_bits,438114.0
i1,songline_full,104,0.0,6,300,memory_bits,363389.0
i1,songline_full,104,0.0,6,300,match_ops,208779.0
i1,songline_full,105,0.0,6,300,group_cost.fragile,117.22777777777777
i1,songline_full,105,0.0,6,300,group_cost.robust,117.88888888888889
i1,songline_full,105,0.0,6,300,success_first,0.0811111111111111
i1,songline_full,105,0.0,6,300,fail_open,0.6933333333333334
i1,songline_full,105,0.0,6,300,refusal,0.22555555555555556
i1,songline_full,105,0.0,6,300,hazard_hits,4.814444444444445
i1,songline_full,105,0.0,6,300,duplicate_rate,0.0
i1,songline_full,105,0.0,6,300,wire_bits,434706.0
i1,songline_full,105,0.0,6,300,memory_bits,360846.3333333333
i1,songline_full,105,0.0,6,300,match_ops,203148.83333333334
i1,songline_full,106,0.0,6,300,group_cost.fragile,123.27
i1,songline_full,106,0.0,6,300,group_cost.robust,119.83777777777777
i1,songline_full,106,0.0,6,300,success_first,0.08277777777777778
i1,songline_full,106,0.0,6,300,fail_open,0.6838888888888889
i1,songline_full,106,0.0,6,300,refusal,0.23333333333333334
i1,songline_full,106,0.0,6,300,hazard_hits,4.977777777777778
i1,songline_full,106,0.0,6,300,duplicate_rate,0.0
i1,songline_full,106,0.0,6,300,wire_bits,438962.0
i1,songline_full,106,0.0,6,300,memory_bits,360611.6666666667
i1,songline_full,106,0.0,6,300,match_ops,229846.0
i1,songline_full,107,0.0,6,300,group_cost.fragile,124.08777777777777
i1,songline_full,107,0.0,6,300,group_cost.robust,121.18222222222222
i1,songline_full,107,0.0,6,300,success_first,0.09277777777777778
i1,songline_full,107,0.0,6,300,fail_open,0.6933333333333334
i1,songline_full,107,0.0,6,300,refusal,0.21388888888888888
i1,songline_full,107,0.0,6,300,hazard_hits,5.098888888888889
i1,songline_full,107,0.0,6,300,duplicate_rate,0.0
i1,songline_full,107,0.0,6,300,wire_bits,429886.0
i1,songline_full,107,0.0,6,300,memory_bits,348541.6666666667
